Category,Total_Sales,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Sub-Category,Product Name,Total_Discount,Dates,Total_profit
Office Supplies,711.504,CA-2015-127173,3/10/2015,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,East,OFF-BI-10000088,Binders,GBC Imprintable Covers,15.8112,26-9-2015,740.1618
Office Supplies,711.68,CA-2015-151547,1/23/2015,Standard Class,AH-10465,Amy Hunt,Consumer,United States,Bartlett,Tennessee,South,OFF-SU-10000898,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",17.792,17-1-2015,721.688
Office Supplies,711.92,CA-2015-165085,12/31/2015,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,East,OFF-AP-10002518,Appliances,Kensington 7 Outlet MasterPiece Power Center,0,27-12-2015,815.1484
Office Supplies,713.88,CA-2014-100895,6/6/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,South,OFF-ST-10001490,Storage,"Hot File 7-Pocket, Floor Stand",0,6-2-2014,820.962
Office Supplies,714.24,CA-2015-112305,11/25/2015,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,Seattle,Washington,West,OFF-AR-10002067,Art,Newell 334,0,20-11-2015,745.1904
Office Supplies,714.24,CA-2015-138954,11/17/2015,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,East,OFF-AR-10001955,Art,Newell 319,0,15-11-2015,749.952
Office Supplies,714.24,CA-2017-121083,7/15/2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,East,OFF-AR-10002987,Art,Prismacolor Color Pencil Set,0,7-9-2017,763.0464
Office Supplies,7186.4,CA-2015-150714,1/11/2015,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Oregon,West,OFF-ST-10001809,Storage,Fellowes Officeware Wire Shelving,143.728,26-10-2015,7024.706
Office Supplies,719.424,CA-2015-124800,9/30/2015,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,OFF-ST-10000798,Storage,2300 Heavy-Duty Transfer File Systems by Perma,23.9808,26-9-2015,717.9252
Office Supplies,72,CA-2014-125171,3/9/2014,Same Day,AG-10390,Allen Goldenen,Consumer,United States,New York City,New York,East,OFF-LA-10001175,Labels,Avery 514,0,9-3-2014,79.056
Office Supplies,72,CA-2014-163223,3/25/2014,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Virginia,South,OFF-LA-10004409,Labels,Avery 492,0,21-3-2014,78.624
Office Supplies,72,CA-2014-163552,7/15/2014,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,OFF-LA-10001175,Labels,Avery 514,0,7-11-2014,79.056
Office Supplies,72,CA-2016-105732,9/18/2016,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,Central,OFF-LA-10004559,Labels,Avery 49,0,13-9-2016,79.056
Office Supplies,72,CA-2017-112515,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,OFF-LA-10001175,Labels,Avery 514,0,17-9-2017,79.056
Office Supplies,72,CA-2017-127026,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,OFF-BI-10000546,Binders,Avery Durable Binders,0,21-1-2017,79.056
Office Supplies,72.224,US-2016-153815,9/11/2016,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,South,OFF-PA-10002421,Paper,Embossed Ink Jet Note Cards,7.2224,11-6-2016,84.8632
Office Supplies,72.25,CA-2014-153479,8/10/2014,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,West,OFF-LA-10004689,Labels,Avery 512,0,10-4-2014,79.0415
Office Supplies,72.4,CA-2014-108903,3/10/2014,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,East,OFF-EN-10004030,Envelopes,Convenience Packs of Business Envelopes,2.896,10-3-2014,77.287
Office Supplies,72.4,CA-2014-115336,11/25/2014,Standard Class,AB-10600,Ann Blume,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10001107,Binders,"GBC White Gloss Covers, Plain Front",11.584,18-11-2014,48.508
Office Supplies,72.704,CA-2017-132976,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004470,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",3.6352,13-10-2017,78.6112
Office Supplies,72.72,CA-2017-153822,9/25/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,West,OFF-BI-10001460,Binders,Plastic Binding Combs,12.726,19-9-2017,58.782
Office Supplies,72.768,US-2016-161683,8/12/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001072,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.7344,12-3-2016,58.2144
Office Supplies,72.784,CA-2017-125269,4/30/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10004123,Storage,Safco Industrial Wire Shelving System,14.5568,24-4-2017,54.588
Office Supplies,72.784,US-2015-134026,2/5/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,OFF-ST-10004123,Storage,Safco Industrial Wire Shelving System,14.5568,26-4-2015,54.588
Office Supplies,72.912,CA-2015-161263,4/21/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,East,OFF-FA-10004838,Fasteners,"Super Bands, 12/Pack",2.0832,16-4-2015,70.6986
Office Supplies,720.76,CA-2015-134075,12/16/2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,West,OFF-ST-10001496,Storage,Standard Rollaway File with Lock,0,12-12-2015,814.4588
Office Supplies,720.76,CA-2016-165169,11/6/2016,Standard Class,JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,East,OFF-ST-10001496,Storage,Standard Rollaway File with Lock,0,6-5-2016,814.4588
Office Supplies,720.76,CA-2017-102155,7/17/2017,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,Central,OFF-ST-10001496,Storage,Standard Rollaway File with Lock,0,13-7-2017,814.4588
Office Supplies,723.58,US-2014-150126,2/8/2014,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,New York City,New York,East,OFF-PA-10002709,Paper,Xerox 1956,0,27-7-2014,755.8122
Office Supplies,723.92,US-2014-138247,12/29/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,OFF-AP-10000828,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,0,24-12-2014,825.2688
Office Supplies,7238.25,CA-2015-155306,4/21/2015,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,West,OFF-AP-10002651,Appliances,Hoover Upright Vacuum With Dirt Cup,0,17-4-2015,7658.0685
Office Supplies,724.32,CA-2014-140662,11/19/2014,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,West,OFF-AP-10001242,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,0,17-11-2014,796.752
Office Supplies,724.32,CA-2016-100300,6/26/2016,Second Class,MJ-17740,Max Jones,Consumer,United States,San Diego,California,West,OFF-AP-10001242,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,0,24-6-2016,796.752
Office Supplies,725.12,CA-2017-154809,2/17/2017,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Minneapolis,Minnesota,Central,OFF-AP-10004785,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",0,13-2-2017,764.0952
Office Supplies,725.2,CA-2014-144407,9/15/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,Central,OFF-LA-10003923,Labels,Alphabetical Labels for Top Tab Filing,0,9-9-2014,777
Office Supplies,725.2,CA-2016-125843,8/16/2016,First Class,RF-19840,Roy Französisch,Consumer,United States,Springfield,Virginia,South,OFF-LA-10003923,Labels,Alphabetical Labels for Top Tab Filing,0,13-8-2016,777
Office Supplies,725.84,CA-2014-115889,6/11/2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,San Francisco,California,West,OFF-ST-10003208,Storage,Adjustable Depth Letter/Legal Cart,0,11-2-2014,831.0868
Office Supplies,725.84,US-2016-143819,5/3/2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,East,OFF-ST-10003208,Storage,Adjustable Depth Letter/Legal Cart,0,3-1-2016,831.0868
Office Supplies,726.4,CA-2017-106859,3/18/2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,West,OFF-ST-10000615,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",0,13-3-2017,751.824
Office Supplies,726.624,CA-2015-120341,9/29/2015,Second Class,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004224,Binders,Catalog Binders with Expanding Posts,84.7728,26-9-2015,625.704
Office Supplies,726.624,CA-2015-136147,11/18/2015,Standard Class,FM-14380,Fred McMath,Consumer,United States,Miami,Florida,South,OFF-BI-10004224,Binders,Catalog Binders with Expanding Posts,84.7728,13-11-2015,625.704
Office Supplies,726.624,CA-2016-104969,4/14/2016,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,East,OFF-BI-10004224,Binders,Catalog Binders with Expanding Posts,84.7728,4-8-2016,625.704
Office Supplies,7272.96,CA-2017-154410,10/24/2017,First Class,MD-17860,Michael Dominguez,Corporate,United States,Indianapolis,Indiana,Central,OFF-ST-10002743,Storage,SAFCO Boltless Steel Shelving,0,21-10-2017,7282.0512
Office Supplies,728.82,CA-2014-156587,8/3/2014,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,West,OFF-ST-10002344,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",0,3-7-2014,733.6788
Office Supplies,728.82,CA-2016-121671,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,OFF-ST-10002344,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",0,17-7-2016,733.6788
Office Supplies,728.82,CA-2016-123274,2/24/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,East,OFF-ST-10000736,Storage,Carina Double Wide Media Storage Towers in Natural & Black,0,19-2-2016,738.5376
Office Supplies,728.82,CA-2017-116288,3/17/2017,Standard Class,BS-11380,Bill Stewart,Corporate,United States,San Francisco,California,West,OFF-ST-10000736,Storage,Carina Double Wide Media Storage Towers in Natural & Black,0,3-12-2017,738.5376
Office Supplies,728.82,CA-2017-131954,1/25/2017,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,OFF-ST-10000736,Storage,Carina Double Wide Media Storage Towers in Natural & Black,0,21-1-2017,738.5376
Office Supplies,729.25,CA-2017-158743,10/27/2017,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,South,OFF-BI-10003364,Binders,Binding Machine Supplies,0,20-10-2017,799.258
Office Supplies,73.01,CA-2014-105417,12/1/2014,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,Central,OFF-BI-10003708,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",8.344,1-7-2014,54.7575
Office Supplies,73.088,CA-2014-126963,6/15/2014,Same Day,PS-18760,Pamela Stobb,Consumer,United States,El Paso,Texas,Central,OFF-PA-10001952,Paper,Xerox 1902,7.3088,15-6-2014,84.9648
Office Supplies,73.248,CA-2015-157343,11/6/2015,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003707,Binders,Aluminum Screw Posts,12.8184,6-7-2015,61.04
Office Supplies,73.248,CA-2017-156237,9/15/2017,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003707,Binders,Aluminum Screw Posts,12.8184,14-9-2017,61.04
Office Supplies,73.344,CA-2017-128160,12/24/2017,Second Class,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,West,OFF-BI-10001510,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,7.3344,19-12-2017,84.804
Office Supplies,73.344,CA-2017-150959,11/13/2017,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Garland,Texas,Central,OFF-BI-10001510,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,14.6688,11-11-2017,41.256
Office Supplies,73.44,CA-2015-146486,11/14/2015,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,East,OFF-EN-10001509,Envelopes,Poly String Tie Envelopes,0,11-9-2015,79.1928
Office Supplies,73.472,US-2017-168802,7/11/2017,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Seattle,Washington,West,OFF-BI-10002393,Binders,Binder Posts,3.6736,11-3-2017,79.4416
Office Supplies,73.5,CA-2015-105347,11/28/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,West,OFF-AR-10003045,Art,Prang Colored Pencils,0,24-11-2015,80.115
Office Supplies,73.5,CA-2016-100790,2/7/2016,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,East,OFF-AR-10003045,Art,Prang Colored Pencils,0,26-6-2016,80.115
Office Supplies,73.5,CA-2016-152730,4/6/2016,Standard Class,EM-14140,Eugene Moren,Home Office,United States,Superior,Wisconsin,Central,OFF-AR-10000940,Art,Newell 343,0,30-5-2016,77.469
Office Supplies,73.5,CA-2016-158694,11/13/2016,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-AR-10001227,Art,Newell 338,0,11-10-2016,77.469
Office Supplies,73.5,US-2017-133361,5/17/2017,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,OFF-AR-10003045,Art,Prang Colored Pencils,0,14-5-2017,80.115
Office Supplies,73.568,CA-2015-129217,10/5/2015,Same Day,DP-13390,Dennis Pardue,Home Office,United States,Aurora,Illinois,Central,OFF-AR-10004602,Art,Boston KS Multi-Size Manual Pencil Sharpener,7.3568,5-10-2015,77.2464
Office Supplies,73.6,CA-2016-115588,12/11/2016,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,East,OFF-SU-10001225,Supplies,Staple remover,2.944,11-10-2016,70.288
Office Supplies,73.696,CA-2016-101742,9/28/2016,Second Class,CR-12580,Clay Rozendal,Home Office,United States,New York City,New York,East,OFF-BI-10004187,Binders,3-ring staple pack,2.1056,23-9-2016,77.3808
Office Supplies,73.75,US-2015-164448,4/11/2015,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,West,OFF-EN-10002600,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",0,31-10-2015,80.83
Office Supplies,73.764,CA-2015-107083,11/27/2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,Central,OFF-AP-10004136,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,19.6704,21-11-2015,6.147
Office Supplies,73.764,US-2014-161305,12/6/2014,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002794,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",19.6704,6-6-2014,35.6526
Office Supplies,73.8,CA-2017-128363,8/18/2017,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,South,OFF-EN-10003845,Envelopes,Colored Envelopes,2.952,13-8-2017,78.597
Office Supplies,73.8,US-2017-110646,10/31/2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10001404,Labels,Avery 517,2.952,26-10-2017,78.7815
Office Supplies,73.85,CA-2017-151799,12/18/2017,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,Massachusetts,East,OFF-ST-10002790,Storage,Safco Industrial Shelving,0,14-12-2017,76.0655
Office Supplies,73.856,CA-2014-113964,9/30/2014,Standard Class,JP-16135,Julie Prescott,Home Office,United States,New York City,New York,East,OFF-BI-10004654,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,3.6928,23-9-2014,80.78
Office Supplies,73.984,CA-2015-143364,7/19/2015,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,West,OFF-PA-10001846,Paper,Xerox 1899,3.6992,14-7-2015,80.6888
Office Supplies,73.984,CA-2016-102561,7/22/2016,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004971,Paper,Xerox 196,3.6992,18-7-2016,80.6888
Office Supplies,73.984,CA-2016-150483,4/6/2016,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,Central,OFF-PA-10001846,Paper,Xerox 1899,3.6992,31-5-2016,80.6888
Office Supplies,730.152,US-2016-135720,12/13/2016,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,West,OFF-ST-10001963,Storage,Tennsco Regal Shelving Units,48.6768,12-11-2016,678.4329
Office Supplies,731.136,CA-2015-153416,11/29/2015,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,West,OFF-BI-10002706,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,18.2784,24-11-2015,760.8384
Office Supplies,733.53,CA-2015-149846,5/26/2015,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,West,OFF-ST-10002406,Storage,Pizazz Global Quick File,0,22-5-2015,762.8712
Office Supplies,733.53,CA-2016-155516,10/21/2016,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,East,OFF-ST-10002406,Storage,Pizazz Global Quick File,0,21-10-2016,762.8712
Office Supplies,733.86,CA-2016-145982,1/9/2016,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,East,OFF-PA-10002666,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,0,27-8-2016,770.553
Office Supplies,734.72,CA-2017-156951,8/10/2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,OFF-PA-10004530,Paper,Personal Creations Ink Jet Cards and Labels,0,10-1-2017,779.7216
Office Supplies,7359.8,US-2017-142188,11/9/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,West,OFF-BI-10004600,Binders,Ibico Ibimaster 300 Manual Binding System,294.392,9-11-2017,7819.7875
Office Supplies,7365.5,CA-2017-156776,11/8/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,West,OFF-AP-10002534,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,0,8-7-2017,7777.968
Office Supplies,739.6,CA-2017-118199,11/5/2017,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,West,OFF-BI-10004330,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",29.584,5-9-2017,785.825
Office Supplies,739.6,CA-2017-169327,4/9/2017,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,West,OFF-BI-10004330,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",29.584,9-2-2017,785.825
Office Supplies,74.088,CA-2015-122210,4/12/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-FA-10000053,Fasteners,Revere Boxed Rubber Bands by Revere,2.1168,30-11-2015,71.7066
Office Supplies,74.088,CA-2016-159912,3/9/2016,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10000053,Fasteners,Revere Boxed Rubber Bands by Revere,2.1168,29-8-2016,71.7066
Office Supplies,74.112,CA-2017-152261,6/3/2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Cuyahoga Falls,Ohio,East,OFF-BI-10002353,Binders,GBC VeloBind Cover Sets,12.9696,3-2-2017,61.76
Office Supplies,74.24,CA-2016-139010,2/26/2016,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,West,OFF-BI-10000174,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",3.712,21-2-2016,80.736
Office Supplies,74.448,CA-2017-103443,12/23/2017,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,East,OFF-BI-10001617,Binders,GBC Wire Binding Combs,4.9632,17-12-2017,82.8234
Office Supplies,74.448,CA-2017-131212,9/12/2017,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Bellevue,Washington,West,OFF-BI-10001617,Binders,GBC Wire Binding Combs,4.9632,12-5-2017,82.8234
Office Supplies,74.5,CA-2014-139451,10/16/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,West,OFF-AR-10002053,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",0,10-12-2014,78.672
Office Supplies,74.5,CA-2016-119445,3/7/2016,Standard Class,GM-14500,Gene McClure,Consumer,United States,Providence,Rhode Island,East,OFF-ST-10000617,Storage,Woodgrain Magazine Files by Perma,0,26-6-2016,75.543
Office Supplies,74.5,CA-2016-159016,11/3/2016,First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,West,OFF-PA-10004405,Paper,Rediform Voice Mail Log Books,0,3-10-2016,81.652
Office Supplies,74.5,CA-2017-131807,10/10/2017,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,West,OFF-FA-10002780,Fasteners,Staples,0,10-5-2017,81.354
Office Supplies,74.5,US-2015-126977,9/23/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,East,OFF-ST-10000617,Storage,Woodgrain Magazine Files by Perma,0,17-9-2015,75.543
Office Supplies,74.52,CA-2017-132976,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-LA-10002043,Labels,Avery 489,4.968,13-10-2017,83.214
Office Supplies,74.752,CA-2016-145261,12/21/2016,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,West,OFF-AR-10004078,Art,Newell 312,3.7376,18-12-2016,77.088
Office Supplies,74.752,CA-2017-150266,11/30/2017,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Houston,Texas,Central,OFF-AR-10001761,Art,Avery Hi-Liter Smear-Safe Highlighters,3.7376,25-11-2017,78.4896
Office Supplies,741.86,CA-2017-155292,1/11/2017,First Class,RD-19810,Ross DeVincentis,Home Office,United States,Richmond,Kentucky,South,OFF-ST-10004963,Storage,Eldon Gobal File Keepers,0,30-10-2017,746.0992
Office Supplies,742.35,US-2016-100461,12/1/2016,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,Central,OFF-BI-10001460,Binders,Plastic Binding Combs,0,1-8-2016,792.1935
Office Supplies,743.624,CA-2015-120103,12/29/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,West,OFF-PA-10001295,Paper,Computer Printout Paper with Letter-Trim Perforations,21.2464,24-12-2015,780.8052
Office Supplies,743.68,US-2017-117534,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,West,OFF-BI-10002026,Binders,Avery Arch Ring Binders,37.184,25-3-2017,806.428
Office Supplies,743.904,CA-2016-114209,5/26/2016,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Dallas,Texas,Central,OFF-PA-10003591,Paper,Southworth 100% Cotton The Best Paper,16.5312,21-5-2016,774.9
Office Supplies,744.408,CA-2014-148488,12/15/2014,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,East,OFF-BI-10000315,Binders,Poly Designer Cover & Back,21.2688,12-10-2014,781.6284
Office Supplies,747.25,CA-2015-160472,7/25/2015,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,Central,OFF-EN-10000483,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",0,20-7-2015,796.355
Office Supplies,75.06,CA-2017-151176,2/20/2017,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Baltimore,Maryland,East,OFF-SU-10001165,Supplies,Acme Elite Stainless Steel Scissors,0,13-2-2017,81.5652
Office Supplies,75.096,CA-2016-156811,2/11/2016,Standard Class,BP-11095,Bart Pistole,Corporate,United States,San Francisco,California,West,OFF-BI-10001628,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",5.0064,27-10-2016,82.9185
Office Supplies,75.096,US-2015-129007,9/15/2015,First Class,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,West,OFF-BI-10001628,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",5.0064,13-9-2015,82.9185
Office Supplies,75.096,US-2015-138716,9/20/2015,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,OFF-BI-10001628,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",5.0064,17-9-2015,82.9185
Office Supplies,75.36,CA-2016-114307,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,East,OFF-AP-10002350,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,0,22-7-2016,85.9104
Office Supplies,75.36,CA-2016-152170,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,Central,OFF-AP-10002350,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,0,11-12-2016,85.9104
Office Supplies,75.6,CA-2017-152499,1/25/2017,Second Class,EH-13765,Edward Hooks,Corporate,United States,Chicago,Illinois,Central,OFF-FA-10002975,Fasteners,Staples,3.024,22-1-2017,80.514
Office Supplies,75.68,CA-2014-111899,5/5/2014,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,Central,OFF-AR-10001725,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,7.568,5-4-2014,78.518
Office Supplies,75.76,CA-2015-139962,12/20/2015,Standard Class,Dp-13240,Dean percer,Home Office,United States,Revere,Massachusetts,East,OFF-BI-10004738,Binders,Flexible Leather- Look Classic Collection Ring Binder,0,13-12-2015,94.7
Office Supplies,75.88,CA-2015-137708,11/25/2015,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,West,OFF-PA-10000176,Paper,Xerox 1887,0,22-11-2015,94.0912
Office Supplies,75.88,CA-2015-142055,10/5/2015,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,New York City,New York,East,OFF-PA-10003465,Paper,Xerox 1912,0,5-8-2015,94.0912
Office Supplies,75.88,CA-2016-101161,10/20/2016,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,East,OFF-PA-10001295,Paper,Computer Printout Paper with Letter-Trim Perforations,0,13-10-2016,94.0912
Office Supplies,75.88,CA-2016-135776,12/30/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,OFF-PA-10001295,Paper,Computer Printout Paper with Letter-Trim Perforations,0,23-12-2016,94.0912
Office Supplies,75.88,CA-2016-154998,9/4/2016,First Class,ES-14080,Erin Smith,Corporate,United States,Lakewood,New Jersey,East,OFF-PA-10004243,Paper,Xerox 1939,0,4-7-2016,94.0912
Office Supplies,75.88,CA-2017-118521,2/20/2017,Standard Class,LF-17185,Luke Foster,Consumer,United States,New York City,New York,East,OFF-PA-10003465,Paper,Xerox 1912,0,16-2-2017,94.0912
